"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","kreis","bundesland","land","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y","dating_start","dating_certainty_start","dating_end","dating_certainty_end","dating_method","dating_certainty_range","dating_perio.do","dating_perio.do_match","sherd"
"Denkmaldaten / BLDAM 2021","Q897952","11688","207","Kaden 4","Kaden","Dahme-Spreewald","Brandenburg","Deutschland","SBK","Ausgrabung","Q959782","Marschallek 1944","Q139304615","Grab?","Q173387","0","54","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.8","51.91","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","11326","303","Neuendorf am See 6","Neuendorf am See","Dahme-Spreewald","Brandenburg","Deutschland","SBK","Lesefunde","Q1144458","Wetzel 2013","Q139304611","unbek.","Q59496158","0","55","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.88","52.1","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","11326","303","Neuendorf am See 6","Neuendorf am See","Dahme-Spreewald","Brandenburg","Deutschland","Guhrau","Lesefunde","Q1144458","Wetzel 2013","Q139304611","unbek.","Q59496158","0","56","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.88","52.1","-4600","+/- 200 years","-4000","+/- 300 years","Q816829","very uncertain, no dated features","","",""
"Denkmaldaten / BLDAM 2021","Q897952","49204","302","Neuendorf am See 13","Neuendorf am See","Dahme-Spreewald","Brandenburg","Deutschland","SBK","Lesefunde","Q1144458","Wetzel 2013","Q139304611","unbek.","Q59496158","0","57","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.88","52.1","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","11208","190","Hohenbrück 3","Hohenbrück","Dahme-Spreewald","Brandenburg","Deutschland","SBK","Lesefunde","Q1144458","Wetzel 2013","Q139304611","unbek.","Q59496158","0","58","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.91","52.1","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","11208","190","Hohenbrück 3","Hohenbrück","Dahme-Spreewald","Brandenburg","Deutschland","Guhrau","Lesefunde","Q1144458","Wetzel 2013","Q139304611","unbek.","Q59496158","0","59","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.91","52.1","-4600","+/- 200 years","-4000","+/- 300 years","Q816829","very uncertain, no dated features","","",""
"Denkmaldaten / BLDAM 2021","Q897952","11387","267","Lübben Steinkirchen 6","Steinkirchen","Dahme-Spreewald","Brandenburg","Deutschland","SBK","Lesefunde","Q1144458","Wetzel 2013","Q139304611","unbek.","Q59496158","0","60","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.93","51.91","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","11387","267","Lübben Steinkirchen 6","Lübben","Dahme-Spreewald","Brandenburg","Deutschland","FBG","Lesefunde","Q1144458","Wetzel 2013","Q139304611","unbek.","Q59496158","0","61","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.93","51.91","-4550","+/- 100 years","-3900","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","","",""
"Denkmaldaten / BLDAM 2021","Q897952","40938","275","Meichow 16","Meichow","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Ausgrabung","Q959782","","","unbek.","Q59496158","0","64","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.96","53.19","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","36875","276","Meichow 8","Meichow","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","Stark 2020","Q139304622","unbek.","Q59496158","0","65","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.97","53.18","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","592","210","Kerkow 1","Kerkow","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","Umbreit 1937","Q139304632","unbek.","Q59496158","0","66","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.97","53.05","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","63","18","Angermünde 41","Angermünde","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","67","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.01","53","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","543","186","Herzsprung 7","Herzsprung","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","68","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.02","53","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","","157","Gramzow 23","Gramzow","Uckermark","Brandenburg","Deutschland","SBK","Lesefunde","","","","unbek.","Q59496158","0","69","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.02","53.22","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","49174","171","Grünow bei Schönermark 17/18 (17)","Grünow bei Schönermark","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Einzelfund","Q1144458","","","unbek.","Q59496158","0","70","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.08","53.12","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","366","121","Flemsdorf 6/1 (6)","Flemsdorf","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","72","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.17","53.03","-4700","+/- 100 years","-4500","+/- 100 years","Q173412","low precision, one 14C date","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","366","121","Flemsdorf 6/1 (6)","Flemsdorf","Uckermark","Brandenburg","Deutschland","SBK","Notbergung","Q959782","Gramsch 1960","Q139304619","unbek.","Q59496158","0","73","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.17","53.03","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","155","33","Berkholz zu Berkholz-Meyenburg 5","Berkholz zu Berkholz-Meyenburg","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","74","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.19","53.06","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","158","34","Berkholz zu Berkholz-Meyenburg 8","Berkholz zu Berkholz-Meyenburg","Uckermark","Brandenburg","Deutschland","Rössener Kultur","Lesefunde","Q1144458","","","unbek.","Q59496158","0","75","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.19","53.06","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","","218","Klein-Rietz","Rietz-Neuendorf","Oder-Spree","Brandenburg","Deutschland","SBK","unbek.","","Umbreit 1937","Q139304632","unbek.","Q59496158","0","76","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.2","52.21","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r729p9b","exactMatch",""
"BLDAM 2021","Q897952","1348","436","Trebatsch/Sabrodt 1","Sabrodt","Oder-Spree","Brandenburg","Deutschland","FBG","Einzelfund","Q1144458","Wetzel/Beran 2023","Q139304633","unbek.","Q59496158","0","77","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.2","52.09","-4550","+/- 100 years","-3900","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","","",""
"Museum Szczecin","Q2802195","","313","Nowe Objezierze 7","Moryń","pow. Gryfiński","Woj. Lubuskie","Polen","SBK","Ausgrabung","Q959782","Czerniak et al 2020","Q139304648","Siedlung","Q486972","0","78","Übernahme aus externer Datenbank","digitale Datenbank","Koordinaten wurden aus dem WebGIS des Museum Szczecin übernommen und mit der Beschreibung in Czerniak et al 2020 überprüft","14.32","52.86","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","","332","Platkow 13","Gusow-Platkow","Märkisch-Oderland","Brandenburg","Deutschland","SBK","Lesefunde","","","","unbek.","Q59496158","0","79","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.33","52.61","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","55005","406","Seelow 20","Seelow","Märkisch-Oderland","Brandenburg","Deutschland","SBK","Ausgrabung","Q959782","Völker 2002","Q139304626","Siedlung","Q486972","0","80","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.38","52.55","-4540","+/- 50 years","-4340","+/- 50 years","Q173412","medium certainty due to three 14C dates","http://n2t.net/ark:/99152/p0j9r729p9b","exactMatch","Q139477253|Q139477652"
"Museum Angermünde","Q76632599","","137","Gartz ?","Gartz","Uckermark","Brandenburg","Deutschland","SBK?","Lesefunde","Q1144458","","","unbek.","Q59496158","3000","81","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","14.39","53.21","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","43938","301","Neuendorf 23","Neuendorf","Spree-Neiße","Brandenburg","Deutschland","SBK","Ausgrabung","Q959782","","","Grab?","Q173387","0","82","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.42","51.8","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","21176","307","Niederjesar 3","Niederjesar","Märkisch-Oderland","Brandenburg","Deutschland","SBK","Einzelfund","Q1144458","","","Grab?","Q173387","0","83","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.46","52.44","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","6258","61","Booßen 2","Booßen","Frankfurt (Oder)","Brandenburg","Deutschland","SBK","Oberflächenfunde bei Ausgrabung","Q959782","","","Siedlung","Q486972","0","84","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.49","52.38","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Dziewanowski 2023","Q139460420","3","428","Szczecin-Gumieńce 17b","Szczecin","pow. Szczecińska","Woj. Zachodniopomorskie","Polen","Rössener Kultur","Ausgrabung","Q959782","Dziewanowski 2015","Q139304639","Siedlung","Q486972","800","85","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.49","53.41","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","24974","167","Grötsch 8","Grötsch","Spree-Neiße","Brandenburg","Deutschland","SBK","Ausgrabung Bersu","Q959782","Sprockhoff 1926","Q139304606","Grab?","Q173387","0","86","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.52","51.8","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Wetzel 1988","Q139304620","","398","Schöpsdorf 37","Merzdorf","Hoyerswerda","Sachsen","Deutschland","SRK","Lesefunde","","Wetzel 1988","Q139304620","unbek.","Q59496158","0","87","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.53","51.38","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Wetzel 1988","Q139304620","","445","Uhyst 13","Boxberg/O.L.","Görlitz","Sachsen","Deutschland","SRK","Ausgrabung","Q959782","Wetzel 1988","Q139304620","unbek.","Q59496158","200","88","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Wetzel 1988","14.53","51.37","-4660","+/- 100 years","-4460","+/- 100 years","Q816829","medium certainty, only one 14C date","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Wetzel 1988","Q139304620","","446","Uhyst 19","Boxberg/O.L.","Görlitz","Sachsen","Deutschland","SRK","Lesefunde","","Wetzel 1988","Q139304620","unbek.","Q59496158","200","89","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Wetzel 1988","14.53","51.37","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","","181","Heinersbrück 42","Heinersbrück","Spree-Neiße","Brandenburg","Deutschland","SBK","Lesefunde","","","","unbek.","Q59496158","0","90","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.54","51.81","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
